Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors,analysis_uses_genai,analysis_genai_intensity,analysis_models_mentioned,analysis_build_patterns,analysis_market_type,analysis_sub_vertical,analysis_target_market,analysis_newsletter_potential,analysis_technical_depth,analysis_confidence_score,analysis_competitors,analysis_competitive_moat
Seed Round - Whistle Performance,https://www.crunchbase.com/funding_round/whistle-performance-seed--a101736a,Seed,2000000,USD,2000000,2026-01-20,Seed,Whistle Performance provides AI-driven sports and human performance analytics software for teams and organizations.,https://www.whistleperformance.ai,1,"Analytics, Artificial Intelligence (AI), EdTech, Enterprise Software, Health Care, Human Resources, Machine Learning, Software, Sports","San Diego, Texas, United States, North America",,No,none,,Vertical Data Moats; RAG (Retrieval-Augmented Generation); Continuous-learning Flywheels,vertical,Sports Performance Analytics SaaS,b2b,high,medium,0.9,,
Angel Round - Wanyigui Technology,https://www.crunchbase.com/funding_round/wanyigui-technology-angel--bb09fda1,Angel,10000000,CNY,1433075,2026-01-14,Seed,"Wanyigui Technology is a multi-industry integrated ecosystem builder, consistently focusing on technological innovation and business models.",https://www.wanyigui.com/,1,"Artificial Intelligence (AI), Big Data, Machine Learning","Guizhou, Liaoning, China, Asia",Dengshili Co,No,none,,Vertical Data Moats,horizontal,digital transformation for traditional manufacturing and supply chain (esp. beverage/alcohol industry),b2b,medium,medium,0.95,,
Seed Round - IrisGo.AI,https://www.crunchbase.com/funding_round/irisgo-ai-seed--903e8319,Seed,2800000,USD,2800000,2026-01-27,Seed,"IrisGo serves up instant answers, smart plans, and hands-free automation—so you can focus on the big stuff while it handles the routine.",https://irisgo.ai,2,"Artificial Intelligence (AI), Generative AI","Palo Alto, California, United States, North America",AI Fund,Yes,core,,Agentic Architectures; Natural-Language-to-Code,horizontal,personal productivity assistants,b2c,low,medium,0.8,,
Series A - Greenphard Energy,https://www.crunchbase.com/funding_round/greenphard-energy-series-a--b1c412c1,Series A,1530000,USD,1530000,2026-01-15,Early Stage Venture,"Greenphard Energy is an IT consulting firm that offers renewable energy, machine learning, IoT data analysis, and cloud computing services.",https://greenphard.com/,4,"Artificial Intelligence (AI), Cloud Computing, Internet of Things, Machine Learning, Renewable Energy","Tokyo, Tokyo, Japan, Asia",,No,none,,Vertical Data Moats; Continuous-learning Flywheels; Agentic Architectures,horizontal,"energy technology (renewable energy, demand response, IoT analytics)",b2b,high,medium,0.95,,
Seed Round - Xingyuan Technology,https://www.crunchbase.com/funding_round/xingyuan-technology-seed--cbc85218,Seed,50000000,CNY,7197973,2026-01-28,Seed,"Xingyuan Technology, a company specializing in the underlying technology of the metaverse",,1,"Artificial Intelligence (AI), Machine Learning","Hangzhou, Zhejiang, China, Asia",,,,,,,,,,,,,
Pre Seed Round - Nucleus 4D,https://www.crunchbase.com/funding_round/nucleus-4d-pre-seed--12d61a58,Pre-Seed,1500000,USD,1500000,2026-01-20,Seed,Digitizing every space into a living 3D revenue engine,https://www.nucleus4d.com/,2,"3D Technology, Artificial Intelligence (AI), PropTech, Real Estate","Austin, Texas, United States, North America","Antler, South Loop Ventures",No,unclear,,Vertical Data Moats; Agentic Architectures; Natural-Language-to-Code,vertical,PropTech virtual tours and digital twin solutions,b2b,medium,medium,0.3,,
Venture Round - Armilla AI,https://www.crunchbase.com/funding_round/armilla-ai-series-unknown--9451464d,Venture - Series Unknown,25000000,USD,25000000,2026-01-23,,Armilla AI is a governance platform that enables algorithmic accountability to drive ethical decisions with transparency.,https://www.armilla.ai,6,"Artificial Intelligence (AI), InsurTech, Software","Toronto, Ontario, Canada, North America",,Yes,core,LLM-based risk assessment; generative AI support tool; AI agents; AI Loan Decision Model,Guardrail-as-LLM; Agentic Architectures; Vertical Data Moats; Continuous-learning Flywheels; Micro-model Meshes,horizontal,"InsurTech (AI insurance, underwriting, risk transfer)",b2b,high,high,0.95,,
Venture Round - BirdseyePost,https://www.crunchbase.com/funding_round/birdseye-5349-series-unknown--6e4a9d92,Venture - Series Unknown,5000000,USD,5000000,2026-01-26,,"Birdseye helps you discover and engage high-value prospects offline, at home, with data-driven mailing strategies built around your goals.",http://www.birdseyepost.com,3,"Artificial Intelligence (AI), Data Integration, Direct Marketing, Marketing, SaaS, Software","Toronto, Ontario, Canada, North America",Drive Capital,No,none,,Vertical Data Moats; RAG (Retrieval-Augmented Generation); Agentic Architectures,horizontal,direct mail automation & MarTech,b2b,high,medium,0.2,,
Seed Round - AGGX,https://www.crunchbase.com/funding_round/aggx-seed--7b008b5e,Seed,2000000,USD,2000000,2026-01-15,Seed,AGGX a project focused on next-generation GPU and AI computing infrastructure.,,1,Artificial Intelligence (AI),,Ternary Fund Management,,,,,,,,,,,,
Seed Round - AiderX,https://www.crunchbase.com/funding_round/aiderx-seed--6e8929e1,Seed,10000000000,KRW,6779619,2026-01-13,Seed,AiderX is a technology startup that creates AI assistants for everyone.,https://www.aiderx.io,2,"Advertising, Artificial Intelligence (AI), Cloud Infrastructure","Seongnam, Kyonggi-do, South Korea, Asia",,No,none,,Vertical Data Moats; Micro-model Meshes; Agentic Architectures; Continuous-learning Flywheels,vertical,retail media/ad-tech,b2b,high,high,0.85,,
Seed Round - Nami Technology,https://www.crunchbase.com/funding_round/nami-technology-seed--bf961be0,Seed,4000000,USD,4000000,2026-01-18,Seed,Namitech is a developer of voice biometrics and natural language processing.,https://www.namitech.io,2,"Biometrics, Natural Language Processing","Ho Chi Minh City, NA - Vietnam, Vietnam, Asia",,No,none,,Vertical Data Moats; Micro-model Meshes,horizontal,conversation intelligence and voice AI for enterprise productivity and security,b2b,high,medium,0.8,,
Seed Round - Fini AI,https://www.crunchbase.com/funding_round/fini-ea8a-seed--c064e93a,Seed,3600000,USD,3600000,2026-01-15,Seed,Fini | Automate 80% of enterprise support with AI agents,https://www.usefini.com,2,"Agentic AI, Artificial Intelligence (AI), Machine Learning, SaaS, Technical Support","Amsterdam, Noord-Holland, The Netherlands, Europe",Matrix,Yes,core,,Agentic Architectures; Continuous-learning Flywheels; Vertical Data Moats; Guardrail-as-LLM; Knowledge Graphs; RAG (Retrieval-Augmented Generation),horizontal,AI-powered customer support automation,b2b,high,high,0.95,,
Seed Round - Keyi Technology,https://www.crunchbase.com/funding_round/keyi-technology-seed--a7599a4c,Seed,100000000,CNY,14320903,2026-01-06,Seed,Keyi Technology is an innovative company engaged in the research and development and production of interactive robots.,https://keyirobot.com.cn/,1,"Artificial Intelligence (AI), Machine Learning, Robotics","Haidian, Beijing, China, Asia","Wuzhong Financial Holdings Group, Yuanhe Taihu Bay",No,none,,Agentic Architectures; Natural-Language-to-Code; Vertical Data Moats; Continuous-learning Flywheels,vertical,EdTech robotics and coding education,b2c,high,medium,0.95,,
Venture Round - Igloo,https://www.crunchbase.com/funding_round/axinan-series-unknown--04894d8e,Venture - Series Unknown,5000000,USD,5000000,2026-01-26,,Igloo is an insurtech firm that creates insurance solutions to help companies eliminate risk exposure and optimize products.,https://www.iglooinsure.com,5,"Artificial Intelligence (AI), Financial Services, FinTech, Insurance, InsurTech","Singapore, Central Region, Singapore, Asia",,No,none,,,vertical,insurtech,b2b,low,low,1.0,,
Pre Seed Round - Yipy,https://www.crunchbase.com/funding_round/yipy-pre-seed--470f000c,Pre-Seed,1000000,USD,1000000,2026-01-13,Seed,Yipy is a standards management systems for hotels.,https://www.yipy.io,1,"Artificial Intelligence (AI), Web Development","Salt Lake City, Utah, United States, North America","Great North Ventures, Ollin Ventures",Yes,enhancement,,Vertical Data Moats; Continuous-learning Flywheels; RAG (Retrieval-Augmented Generation),vertical,hospitality operations management,b2b,high,medium,0.7,,
Pre Seed Round - KOLECT,https://www.crunchbase.com/funding_round/kolect-pre-seed--decd6267,Pre-Seed,1200000,USD,1200000,2026-01-12,Seed,"Kolect is a crypto quantitative trading platform to build, backtest, and deploy strategies using market and social data.",https://kolect.info/,1,"Artificial Intelligence (AI), Cryptocurrency, Financial Services","Hong Kong, Hong Kong Island, Hong Kong, Asia",amber.ac,No,none,,Vertical Data Moats; Natural-Language-to-Code; Continuous-learning Flywheels; RAG (Retrieval-Augmented Generation); Agentic Architectures,vertical,quantitative trading platforms (crypto-focused),b2c,high,high,0.95,,
Seed Round - Moushen Intelligent,https://www.crunchbase.com/funding_round/moushen-intelligent-seed--add56840,Seed,10000000,CNY,1429817,2026-01-04,Seed,"Moushen Intelligent is a Shanghai-based startup specializing in embodied AI, particularly generative universal embodied brains for robotics",,2,"Artificial Intelligence (AI), Embedded Systems, Robotics","Shanghai, Shanghai, China, Asia",Xuhui Venture Capital,,,,,,,,,,,,
Venture Round - Overwatch Imaging,https://www.crunchbase.com/funding_round/overwatch-imaging-series-unknown--db1fe00f,Venture - Series Unknown,500000,USD,500000,2026-01-12,,Overwatch Imaging designs and manufactures imaging systems with custom onboard AI software for piloted aircraft and drones.,http://www.overwatchimaging.com/,3,"Aerospace, Artificial Intelligence (AI), Drones, Navigation, Photography","Hood River, Oregon, United States, North America",Elevate Capital,No,none,,Agentic Architectures; Vertical Data Moats; Micro-model Meshes,vertical,aerospace imaging and autonomous sensing,b2b,high,high,0.95,,
Pre Seed Round - Libra AI,https://www.crunchbase.com/funding_round/libra-ai-pre-seed--2a7ac6b7,Pre-Seed,1000000,USD,1000000,2026-01-11,Seed,Libra AI is a tech company that offers enterprise AI driven software for workforces.,https://trylibra.ai,1,"Artificial Intelligence (AI), Enterprise Software, Software","Palo Alto, California, United States, North America",AMS Ventures,,,,,,,,,,,,
Seed Round - Fencer,https://www.crunchbase.com/funding_round/fencer-seed--0c3184ad,Seed,5500000,USD,5500000,2026-01-13,Seed,Fencer provides an integrated cybersecurity and compliance platform for software startups.,https://fencer.dev,1,"Artificial Intelligence (AI), Cloud Computing, Compliance, Cyber Security, Developer Tools, DevOps, Enterprise Software, SaaS, Security, Software","West New York, New Jersey, United States, North America",MHS Capital,Yes,enhancement,,Agentic Architectures; Natural-Language-to-Code; Vertical Data Moats; Guardrail-as-LLM,horizontal,startup-focused integrated security and compliance platforms,b2b,medium,high,0.9,,
Angel Round - Benko Technology,https://www.crunchbase.com/funding_round/benko-technology-angel--bc52151e,Angel,40000000,CNY,5709718,2026-01-07,Seed,Benko Technology a developer of integrated medical training platforms.,,1,"Artificial Intelligence (AI), Health Care, Medical","Yünnan, Yunnan, China, Asia",,,,,,,,,,,,,
Venture Round - Creda Health,https://www.crunchbase.com/funding_round/know-your-meds-series-unknown--74f714c1,Venture - Series Unknown,1300000,USD,1300000,2026-01-26,,Creda Health is a health tech company that offers an AI based mobile application for profile-based information on all the medications.,https://www.credahealth.com/,2,"Artificial Intelligence (AI), Health Care, iOS, Machine Learning, Mobile, Social Media","Waltham, Massachusetts, United States, North America",,No,none,,Vertical Data Moats; Continuous-learning Flywheels; Micro-model Meshes,vertical,patient engagement and chronic condition management,b2b2c,medium,medium,0.95,,
Venture Round - Chakra Labs,https://www.crunchbase.com/funding_round/chakra-labs-series-unknown--97ca9773,Venture - Series Unknown,10056320,USD,10056320,2026-01-23,,"Chakra Labs sources differentiated, proprietary data from consumers giving AI teams access to datasets for inference and post-training.",https://www.chakra.dev/,1,"Artificial Intelligence (AI), Database, Data Integration, Machine Learning, SaaS, Software","Brooklyn, New York, United States, North America",,Yes,core,Claude 4.5 Sonnet; ChatGPT 5.2; Gemini 2.5 Pro; Llama 4 Maverick,Vertical Data Moats; Agentic Architectures; Natural-Language-to-Code; Micro-model Meshes; Continuous-learning Flywheels; RAG (Retrieval-Augmented Generation),horizontal,AI/ML data infrastructure and synthetic environments,b2b,high,high,0.95,,
Pre Seed Round - Rollo Robotics,https://www.crunchbase.com/funding_round/rollo-robotics-pre-seed--1283cc56,Pre-Seed,3700000,EUR,4319296,2026-01-08,Seed,Rollo Robotics develops autonomous monowheel security robots using gyroscopic stabilisation technology.,https://1rollo.com/,1,"Robotic Process Automation (RPA), Robotics, Security","Tallinn, Harjumaa, Estonia, Europe",FoodLabs,No,none,,Agentic Architectures; Micro-model Meshes; Vertical Data Moats,vertical,physical security robotics for facilities and infrastructure,b2b,medium,medium,0.95,,
Angel Round - Boshi Artificial Intelligence,https://www.crunchbase.com/funding_round/boshi-artificial-intelligence-angel--49965ad5,Angel,8000000,CNY,1149227,2026-01-20,Seed,"Boshi Artificial Intelligence specializes in AIGC design platforms, AI education systems, and integrated AI training room solutions.",,1,"Artificial Intelligence (AI), Training","Harbin, Heilongjiang, China, Asia",,,,,,,,,,,,,
Angel Round - Galix Artificial Intelligence,https://www.crunchbase.com/funding_round/galix-artificial-intelligence-angel--52b4b27a,Angel,10000000,USD,10000000,2026-01-08,Seed,Galix Artificial Intelligence is a technology companies focusing on Generative Engine Optimization (GEO) services.,,1,"Artificial Intelligence (AI), Machine Learning",,Princeton International,,,,,,,,,,,,
Angel Round - Sing a folk song,https://www.crunchbase.com/funding_round/sing-a-folk-song-angel--39f3f8a2,Angel,8000000,CNY,1149293,2026-01-20,Seed,Sing a folk song is a Changzhishange is a diversified provider of AI-driven legal solutions.,,1,"Artificial Intelligence (AI), Information Technology",,,,,,,,,,,,,,
Pre Seed Round - Cumulus Labs,https://www.crunchbase.com/funding_round/cumulus-labs-pre-seed--f567ffe6,Pre-Seed,500000,USD,500000,2026-01-13,Seed,"Cumulus Labs develops software for creating, running, and managing virtual labs and hands-on training environments.",https://cumuluslabs.io,1,"AI Infrastructure, Artificial Intelligence (AI), Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, GPU, Infrastructure, IT Infrastructure, Machine Learning","San Francisco, California, United States, North America",Y Combinator,Yes,core,Llama2-7B; torch; transformers,Agentic Architectures; Micro-model Meshes; Continuous-learning Flywheels,horizontal,cloud GPU infrastructure for AI/ML workloads,b2b,high,high,0.9,,
Seed Round - Orchestra Health,https://www.crunchbase.com/funding_round/orchestra-health-c61c-seed--7156ace7,Seed,1999919,USD,1999919,2026-01-12,Seed,"Orchestra Health develops an AI-powered preoperative readiness platform to streamline surgical intake, improve patient outcomes.",https://www.orchestrahealth.com,1,"Artificial Intelligence (AI), Health Care, Human Resources","San Antonio, Texas, United States, North America",,No,none,,Vertical Data Moats; RAG (Retrieval-Augmented Generation); Guardrail-as-LLM,vertical,clinical decision support / perioperative workflow automation,b2b,high,medium,0.95,,
Seed Round - Supwat,https://www.crunchbase.com/funding_round/supwat-seed--bbab88e8,Seed,200000000,JPY,1277919,2026-01-06,Seed,Supwat provides a solution platform for R&D in the manufacturing industry based on proprietary mechanical informatics technology.,https://www.supwat.com/,1,"Artificial Intelligence (AI), Consulting, Industrial Manufacturing, Manufacturing, Product Research, Software","Tokyo, Tokyo, Japan, Asia",Inspire,No,none,,,vertical,manufacturing R&D informatics,b2b,medium,low,0.95,,
Venture Round - Postura Ergonomics,https://www.crunchbase.com/funding_round/gymnasio-series-unknown--e9ff2803,Venture - Series Unknown,2750000,EUR,3264835,2026-01-30,,Postura Ergonomics develops an AI-based management software for ergonomic analysis in manufacturing companies.,https://landing.postura.vision,3,"Artificial Intelligence (AI), Risk Management, Software","Milano, Lombardia, Italy, Europe","CDP Venture Capital, Indaba",,,,,,,,,,,,
Venture Round - Fractile,https://www.crunchbase.com/funding_round/fractile-dd0e-series-unknown--50670b8d,Venture - Series Unknown,22500000,USD,22500000,2026-01-15,,Fractile is building chips that remove every bottleneck to running large language models at a global scale,https://www.fractile.ai/,4,"AI Infrastructure, Artificial Intelligence (AI), Hardware, Semiconductor","London, England, United Kingdom, Europe",NATO Innovation Fund,Yes,core,,Agentic Architectures; Vertical Data Moats,horizontal,AI hardware for large-scale model inference (AI Infrastructure / Semiconductor),b2b,high,high,0.9,,
Funding Round - No Agent List,https://www.crunchbase.com/funding_round/no-agent-list-undisclosed--b8aca3c0,Funding Round,10000000,USD,10000000,2026-01-13,,"No Agent List provides data-driven, agent-free real estate lead lists for investors, focusing on opportunities like bankruptcy, auction etc.",https://www.noagentlist.com,1,"Artificial Intelligence (AI), Real Estate","Beverly Hills, California, United States, North America",,No,none,,Vertical Data Moats; RAG (Retrieval-Augmented Generation),vertical,investment lead generation / property marketplace,b2b,high,medium,0.95,,
Pre Seed Round - Emerald,https://www.crunchbase.com/funding_round/emerald-cdfe-pre-seed--8d29aae3,Pre-Seed,1200000,USD,1200000,2026-01-29,Seed,"Emerald is a preventive health membership with local screenings, all your data in one place, and an action plan unique to your biology.",https://withemerald.com/,2,"Artificial Intelligence (AI), Generative AI, Health Care, Health Insurance, Medical, Personal Health","London, England, United Kingdom, Europe",Boost Capital Partners,No,none,,Vertical Data Moats; Continuous-learning Flywheels; RAG (Retrieval-Augmented Generation),vertical,preventive health analytics and personalized care,b2c,high,medium,0.9,,
Pre Seed Round - Mosaico,https://www.crunchbase.com/funding_round/mosaico-02bc-pre-seed--42758b54,Pre-Seed,1000000,EUR,1163944,2026-01-19,Seed,Pioneering Data Management for Physical AI and Robotics.,https://mosaico.dev,1,"AI Infrastructure, Open Source, Robotics, Software","Reggio Nell'emilia, Emilia-Romagna, Italy, Europe",Connect Ventures,No,none,,Vertical Data Moats; Agentic Architectures; Knowledge Graphs; Continuous-learning Flywheels,vertical,robotics data infrastructure,b2b,high,high,0.95,,
Seed Round - HeyMilo,https://www.crunchbase.com/funding_round/heymilo-seed--9d131868,Seed,3899997,USD,3899997,2026-01-05,Seed,"HeyMilo is an AI-powered candidate screening platform that enables organizations to screen, interview, and evaluate candidates.",https://www.heymilo.ai/,3,"Artificial Intelligence (AI), Generative AI, Recruiting, SaaS","New York, New York, United States, North America",,Yes,core,,Agentic Architectures; Vertical Data Moats; Guardrail-as-LLM; Micro-model Meshes; Continuous-learning Flywheels,vertical,AI-powered candidate screening and interview automation,b2b,high,medium,0.85,,
Seed Round - Chip Data Centers,https://www.crunchbase.com/funding_round/chip-data-centers-seed--f3961ca9,Seed,735421,USD,735421,2026-01-02,Seed,Chip Data Centers offers AI enabled data center for handling sensitive data.,https://www.chipdatacenters.com/,1,"Artificial Intelligence (AI), Data Center, Data Management, Data Storage","Waterloo, Ontario, Canada, North America",,No,none,,,horizontal,AI-enabled colocation and sensitive data management,b2b,medium,low,1.0,,
Seed Round - Runbear,https://www.crunchbase.com/funding_round/runbear-seed--25eccca6,Seed,1050000,USD,1050000,2026-01-17,Seed,Stop the tab toggle. Respond 10x faster to any message you get.,https://runbear.io,2,"Artificial Intelligence (AI), B2B, Information Technology, SaaS","San Mateo, California, United States, North America",K2G Tech Fund,,,,,,,,,,,,
Venture Round - Midcentury,https://www.crunchbase.com/funding_round/midcentury-series-unknown--599cafa1,Venture - Series Unknown,8895293,USD,8895293,2026-01-06,,Midcentury offers privacy-focused data monetization and access tools for developers and consumers.,https://www.midcentury.xyz,1,"Artificial Intelligence (AI), Generative AI, Market Research","New York, New York, United States, North America",,Yes,core,,Vertical Data Moats; Agentic Architectures; Guardrail-as-LLM; Micro-model Meshes; Continuous-learning Flywheels,horizontal,AI data infrastructure & privacy-focused developer APIs,b2b,high,high,0.9,,
Seed Round - Stareep Smart Sleep,https://www.crunchbase.com/funding_round/stareep-smart-sleep-seed--91708d11,Seed,100000000,CNY,14298174,2026-01-04,Seed,Stareep Smart Sleep develops AI‑driven smart beds with an intelligence system to monitor and adjust sleep throughout the full sleep cycle.,https://stareep.net,2,"Artificial Intelligence (AI), Furniture, Sensor","Shenzhen, Guangdong, China, Asia",,No,none,,Agentic Architectures; Micro-model Meshes; Vertical Data Moats; Continuous-learning Flywheels,vertical,smart home & wellness,b2c,high,high,0.9,,
Seed Round - BlueJam,https://www.crunchbase.com/funding_round/bluejam-seed--cc0255b2,Seed,500000,USD,500000,2026-01-15,Seed,BlueJam offers an AI-powered platform for clear articulation and engagement of strategy across all employee levels.,https://bluejam.io,3,"Artificial Intelligence (AI), Software","Long Island City, New York, United States, North America",,No,unclear,,Continuous-learning Flywheels; Vertical Data Moats; RAG (Retrieval-Augmented Generation),horizontal,strategy execution and engagement platforms,b2b,high,medium,0.3,,
Venture Round - Mechademy Incorporated,https://www.crunchbase.com/funding_round/mechademy-incorporated-series-unknown--46cb4bd3,Venture - Series Unknown,9086015,USD,9086015,2026-01-02,,"Mechademy Incorporated is a cloud-based SaaS platform for remote monitoring of Turbo-machinery, providing performance analytics.",https://www.mechademy.com/,2,"Analytics, Cloud Computing, Predictive Analytics, SaaS","Houston, Texas, United States, North America",,No,none,,Vertical Data Moats; Micro-model Meshes; RAG (Retrieval-Augmented Generation); Continuous-learning Flywheels,vertical,"industrial asset monitoring and predictive maintenance (energy, oil & gas, petrochemicals, power generation)",b2b,high,high,0.95,,
Seed Round - VyTek,https://www.crunchbase.com/funding_round/vytek-seed--f9f7612c,Seed,2000000,USD,2000000,2026-01-05,Seed,VyTek Civilization Stack is a nation-building technology company redefining the foundation of modern civilization.,https://www.vytek-it.com/,1,"Artificial Intelligence (AI), Digital Media, Infrastructure","Dallas, Texas, United States, North America","FasterCapital, Hesham Zreik",Yes,core,,Agentic Architectures; Micro-model Meshes; Continuous-learning Flywheels; Vertical Data Moats; Guardrail-as-LLM,horizontal,sovereign technology & infrastructure (nation-scale AI ecosystems),b2b2c,high,high,0.85,,
Seed Round - Foundry Robotics,https://www.crunchbase.com/funding_round/foundry-robotics-seed--dfbf8bce,Seed,5500000,USD,5500000,2026-01-29,Seed,Foundry Robotics is an AI driven robotics company rebuilding manufacturing with advanced assembly automation and production systems.,https://www.foundryrobotics.ai/,1,"Artificial Intelligence (AI), Manufacturing, Robotics","San Francisco, California, United States, North America",,No,unclear,,,vertical,manufacturing automation,b2b,low,low,0.1,,
Pre Seed Round - FOTOhub,https://www.crunchbase.com/funding_round/fotohub-pre-seed--9e3f076c,Pre-Seed,4500000,PLN,1243009,2026-01-10,Seed,"Next-gen multimodal AI content factory: Automated Photo, Text, Video, Audio & Design Infrastructure | Multi-Hub AI | API & Cloud GPU",https://fotohub.pl,1,"Artificial Intelligence (AI), B2B, Content Creators, Developer Platform, Digital Media, Enterprise Software, Information Technology, Machine Learning, Software, Video Editing","Bydgoszcz, Kujawsko-Pomorskie, Poland, Europe",,Yes,core,fotoHUB-SDK; FOTOcore AI,Micro-model Meshes; Vertical Data Moats; Guardrail-as-LLM; Continuous-learning Flywheels; Agentic Architectures,horizontal,AI-powered creative content platforms,b2b2c,high,high,0.95,,
Seed Round - Ferra,https://www.crunchbase.com/funding_round/ferra-7bd3-seed--16e4f8ff,Seed,3315000,USD,3315000,2026-01-28,Seed,Ferra offers an AI-native structural steel estimating platform built for modern fabricators.,https://bidferra.com/,1,"Civil Engineering, Construction, Enterprise Software, Generative AI","New York, New York, United States, North America",,No,unclear,,Vertical Data Moats; Agentic Architectures; RAG (Retrieval-Augmented Generation),vertical,construction technology (structural steel fabrication & estimating),b2b,medium,medium,0.2,,
Venture Round - Scala,https://www.crunchbase.com/funding_round/scala-ai-series-unknown--9581f59f,Venture - Series Unknown,8499992,USD,8499992,2026-01-28,,Scala is an AI operations platform built for modern contact center and customer experience leaders.,https://scala.ai,1,"Artificial Intelligence (AI), Call Center, Generative AI, Information Technology, Software, Software Engineering","Bellevue, Washington, United States, North America",,Yes,core,,Agentic Architectures; Vertical Data Moats,vertical,AI-powered contact center operations,b2b,low,low,0.8,,
Seed Round - Offerswap,https://www.crunchbase.com/funding_round/offerswap-4866-seed--b718227d,Seed,2000000,EUR,2329729,2026-01-20,Seed,"One place to buy services, sell smarter, and connect with people.",https://offerswap.app,1,"Artificial Intelligence (AI), E-Commerce Platforms, Marketplace, Social Media","Hämeenlinna, Southern Finland, Finland, Europe",,No,none,,Continuous-learning Flywheels; Guardrail-as-LLM; Vertical Data Moats,horizontal,service marketplace and cashback platforms,b2b2c,medium,medium,0.95,,
Seed Round - READO,https://www.crunchbase.com/funding_round/read-o-seed--62500148,Seed,1000000,EUR,1166750,2026-01-12,Seed,"READO is a community-first platform creating defensible, network-effect-driven business models for readers.",https://reado.app,3,"Artificial Intelligence (AI), B2C, Big Data, Media and Entertainment, Mobile Apps, Publishing, Social Media","Frankfurt, Hessen, Germany, Europe",Hessen Kapital,No,none,,Continuous-learning Flywheels; Vertical Data Moats,vertical,social reading / community-driven book apps,b2c,high,medium,0.95,,
Pre Seed Round - Squid,https://www.crunchbase.com/funding_round/squid-8289-pre-seed--2780af1c,Pre-Seed,500000,USD,500000,2026-01-05,Seed,"Squid offers a workspace for planning, modeling, and testing power grid networks with tools for network analysis and simulation.",https://www.squid.energy,1,"Artificial Intelligence (AI), Electrical Distribution, Energy, GreenTech, Information Technology, Power Grid, Renewable Energy, SaaS, Web Apps","San Francisco, California, United States, North America",Y Combinator,No,unclear,,Vertical Data Moats,vertical,energy grid planning and simulation,b2b,medium,medium,0.3,,
Seed Round - Thub,https://www.crunchbase.com/funding_round/thub-seed--46621069,Seed,1000000,USD,1000000,2026-01-26,Seed,Thub is a healthtech company that offers Agentic AI to streamline patient interactions across visitation touchpoints.,https://www.thub.ai/,1,"Agentic AI, Health Care, Software","Issaquah, Washington, United States, North America",,Yes,core,,Agentic Architectures; Vertical Data Moats; Continuous-learning Flywheels; RAG (Retrieval-Augmented Generation),vertical,patient engagement and revenue cycle management,b2b,high,medium,0.85,,
Venture Round - Riverain Technologies,https://www.crunchbase.com/funding_round/riverain-technologies-series-unknown--dbb49d15,Venture - Series Unknown,8250000,USD,8250000,2026-01-26,,Riverain Technologies is a medical imaging software company that provides physicians with advanced tools to assist in image interpretation.,https://www.riveraintech.com,2,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device, Software","Miamisburg, Ohio, United States, North America",,No,none,,Micro-model Meshes; Vertical Data Moats; Continuous-learning Flywheels,vertical,clinical decision support (AI-enabled radiology imaging),b2b,high,high,0.95,,
Seed Round - Ambar Memories,https://www.crunchbase.com/funding_round/ambar-memories-seed--48faa43d,Seed,650000,USD,650000,2026-01-23,Seed,Ambar Memories offers an augmented memorabilia platform that merges physical keepsakes with immersive digital experiences.,https://ambarmemories.com/,1,"Generative AI, SaaS, Software","San Jose, California, United States, North America",,No,none,,Vertical Data Moats,vertical,augmented memorabilia and experiential content,b2b2c,high,medium,0.95,,
Pre Seed Round - Anytool,https://www.crunchbase.com/funding_round/anytool-pre-seed--97fe1a8f,Pre-Seed,1000000,USD,1000000,2026-01-07,Seed,Anytool is an applied research lab focused on transforming how teams build and use internal tools through AI collaboration.,https://www.anytool.sh,1,"Artificial Intelligence (AI), Business Intelligence, Developer Tools, Enterprise Software","San Francisco, California, United States, North America",Y Combinator,Yes,core,,Agentic Architectures; Continuous-learning Flywheels; Vertical Data Moats,horizontal,AI-driven vulnerability detection and autonomous penetration testing,b2b,high,high,0.85,,
Funding Round - Fluidstack,https://www.crunchbase.com/funding_round/fluidstack-undisclosed--96a0c32c,Funding Round,450000000,USD,450000000,2026-01-22,,FluidStack is an AI cloud platform for frontier labs and startups.,https://www.fluidstack.io,4,"Cloud Computing, Cloud Storage, Generative AI, GPU, Information Technology, Machine Learning, Private Cloud, Software","London, England, United Kingdom, Europe",,No,none,,Agentic Architectures; Vertical Data Moats,horizontal,"AI infrastructure as a service (GPU cloud, orchestration, monitoring)",b2b,high,medium,0.9,,
Seed Round - Tellia,https://www.crunchbase.com/funding_round/tellia-seed--1d6cf9f1,Seed,2999997,USD,2999997,2026-01-22,Seed,Tellia is an agtech company that offers voice assisted operating software for farmers and agronomic advisers.,https://tell-ia.com/,1,"AgTech, Artificial Intelligence (AI), Software","Dover, Delaware, United States, North America",,Yes,core,,Vertical Data Moats; Natural-Language-to-Code; RAG (Retrieval-Augmented Generation); Continuous-learning Flywheels,vertical,agtech (agricultural technology),b2b,high,medium,0.85,,
